SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
195012,0,Cash loans,F,N,Y,0,90000.0,305221.5,18801.0,252000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-21074,365243,-1208.0,-4424,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.5532089133625022,0.3153226437218324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1825.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
242966,0,Cash loans,M,N,Y,0,180000.0,942300.0,30528.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-13290,-189,-6766.0,-4726,,1,1,0,1,0,0,Security staff,2.0,2,2,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6635975635165704,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
"304258,0,Cash loans,F,N,Y,1,135000.0,675000.0,24376.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-13420,-664,-4021.0,-4626,,1,1,0,1,0,0,Sales staff,3.0,2,2,MONDAY,4,0,0,0,0,0,0,Trade: type 7,0.6461419677918899,0.3857936104063778,,0.067,0.0806,0.9767,0.6804,0.0485,0.0,0.1379,0.1667,0.2083,0.0622,0.0538,0.0507,0.0039,0.0872,0.0683,0.0836,0.9767,0.6929,0.049,0.0,0.1379,0.1667,0.2083,0.0636,0.0588,0.0529,0.0039,0.0923,0.0677,0.0806,0.9767,0.6847,0.0489,0.0,0.1379,0.1667,0.2083,0.0632,0.0547,0.0516,0.0039,0.0891,reg oper account,block of flats,0.0589,""Stone, brick"",No,2.0,0.0,2.0,0.0,-206.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"
245942,0,Cash loans,M,Y,Y,2,315000.0,298512.0,31491.0,270000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-18576,-4557,-9449.0,-2103,1.0,1,1,0,1,1,0,High skill tech staff,4.0,1,1,MONDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.6395767583224187,0.7323659623102423,0.4489622731076524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1863.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
231709,1,Cash loans,M,N,Y,0,270000.0,1113840.0,47322.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0031219999999999,-17468,-505,-724.0,-968,,1,1,0,1,0,0,Managers,1.0,3,3,FRIDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.7035552784630901,0.5504313996238683,0.6313545365850379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-603.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
314557,0,Cash loans,M,Y,N,0,315000.0,284400.0,14575.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561,-20809,-6733,-8788.0,-4166,19.0,1,1,0,1,0,0,Core staff,2.0,1,1,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.6937622676676335,0.5262949398096192,0.3175,0.4359,0.9876,0.83,,0.56,0.2414,0.4583,,0.0767,,0.3423,,,0.3235,0.4524,0.9876,0.8367,,0.5639,0.2414,0.4583,,0.0784,,0.3566,,,0.3206,0.4359,0.9876,0.8323,,0.56,0.2414,0.4583,,0.078,,0.3484,,,reg oper account,block of flats,0.3851,Panel,No,0.0,0.0,0.0,0.0,-1149.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
252158,0,Cash loans,F,N,N,0,112500.0,508495.5,24462.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-22949,365243,-2739.0,-3859,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.6571335465532798,0.3123653692278984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-293.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
438997,0,Cash loans,F,Y,Y,0,247500.0,755190.0,36459.0,675000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-16793,-2038,-2952.0,-321,8.0,1,1,0,1,0,0,,1.0,1,1,TUESDAY,17,0,1,1,0,0,0,Business Entity Type 3,0.7011900290755366,0.5087972106107589,0.5549467685334323,0.1381,0.0428,0.9955,0.9388,0.0,0.16,0.069,0.6667,0.7083,0.002,0.1126,0.1259,0.0,0.0932,0.1408,0.0444,0.9955,0.9412,0.0,0.1611,0.069,0.6667,0.7083,0.002,0.123,0.1312,0.0,0.0987,0.1395,0.0428,0.9955,0.9396,0.0,0.16,0.069,0.6667,0.7083,0.002,0.1146,0.1282,0.0,0.0952,not specified,block of flats,0.1251,Monolithic,No,0.0,0.0,0.0,0.0,-1505.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
166432,0,Cash loans,F,N,Y,0,337500.0,1288350.0,41692.5,1125000.0,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.035792,-22399,-2870,-2891.0,-2732,,1,1,0,1,0,0,Accountants,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.7022937579316251,0.3859146722745145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-700.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
442771,0,Cash loans,F,Y,N,0,135000.0,675000.0,36616.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-20169,365243,-7182.0,-3669,19.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,13,0,0,0,0,0,0,XNA,,0.5881329243079093,0.3425288720742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-654.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,4.0
306603,0,Cash loans,F,N,Y,0,225000.0,678456.0,22014.0,486000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,-17766,-6860,-9491.0,-1298,,1,1,0,1,0,0,Managers,1.0,2,2,FRIDAY,7,0,0,0,0,0,0,School,0.8713296504706989,0.5097098692173957,0.3425288720742255,0.099,0.0533,0.9856,0.8028,0.0493,0.08,0.069,0.4583,0.5,0.1317,0.0807,0.1015,0.0,0.0,0.1008,0.0553,0.9856,0.8105,0.0498,0.0806,0.069,0.4583,0.5,0.1347,0.0882,0.1057,0.0,0.0,0.0999,0.0533,0.9856,0.8054,0.0496,0.08,0.069,0.4583,0.5,0.134,0.0821,0.1033,0.0,0.0,reg oper account,block of flats,0.0798,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
"234055,0,Cash loans,F,Y,Y,1,189000.0,780363.0,35392.5,697500.0,""Spouse, partner"",Commercial associate,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-9784,-1524,-9784.0,-2472,9.0,1,1,0,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,0.235675504049266,0.4184384393226224,0.511891801533151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-1194.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0"
"317501,0,Cash loans,F,N,Y,0,135000.0,675000.0,21906.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0145199999999999,-13168,-981,-3375.0,-4912,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,Services,,0.7559263769090329,0.5814837058057234,0.0639,0.0935,0.9856,0.8028,,,0.2069,0.2083,0.25,,,0.0378,,0.0301,0.0651,0.0971,0.9856,0.8105,,,0.2069,0.2083,0.25,,,0.0394,,0.0318,0.0645,0.0935,0.9856,0.8054,,,0.2069,0.2083,0.25,,,0.0385,,0.0307,reg oper account,block of flats,0.0626,""Stone, brick"",No,0.0,0.0,0.0,0.0,-990.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
346408,0,Cash loans,M,Y,N,0,157500.0,970380.0,26815.5,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-17703,-2652,-9328.0,-1253,11.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,Transport: type 4,,0.1621861630580114,0.6817058776720116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
337911,0,Cash loans,F,N,N,1,121500.0,679500.0,19867.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.008575,-14546,-1932,-4295.0,-4543,,1,1,1,1,0,0,Sales staff,3.0,2,2,FRIDAY,8,0,0,0,0,1,1,Self-employed,0.7330072949843789,0.6882012482821137,0.5814837058057234,,,0.9503,,,,0.3448,0.0,,,,0.0086,,,,,0.9503,,,,0.3448,0.0,,,,0.0089,,,,,0.9503,,,,0.3448,0.0,,,,0.0087,,,,,0.012,Mixed,No,0.0,0.0,0.0,0.0,-1089.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
253585,0,Cash loans,M,Y,Y,0,166500.0,900000.0,46084.5,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.035792,-9631,-3076,-4145.0,-2314,9.0,1,1,1,1,1,0,Laborers,1.0,2,2,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.2566974176955398,0.6395467399941259,0.5814837058057234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1384.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
265082,0,Cash loans,M,Y,N,0,171000.0,938304.0,31140.0,810000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-13082,-4688,-3711.0,-2734,6.0,1,1,0,1,0,0,Laborers,2.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 2,,0.5264696901279775,0.7713615919194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
376333,0,Revolving loans,M,Y,N,1,360000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.031329,-10748,-2716,-404.0,-3421,8.0,1,1,0,1,0,0,Managers,3.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 2,,0.6861564297800347,0.656158373001177,0.2598,0.1917,0.9821,0.7552,0.0692,0.28,0.2414,0.3333,0.375,0.1924,0.2118,0.165,0.0,0.0,0.2647,0.1989,0.9821,0.7648,0.0698,0.282,0.2414,0.3333,0.375,0.1968,0.2314,0.1719,0.0,0.0,0.2623,0.1917,0.9821,0.7585,0.0697,0.28,0.2414,0.3333,0.375,0.1958,0.2155,0.1679,0.0,0.0,reg oper account,block of flats,0.2134,Panel,No,0.0,0.0,0.0,0.0,-2382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
207904,0,Cash loans,M,N,Y,2,135000.0,770292.0,30676.5,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14865,-172,-161.0,-4207,,1,1,0,1,0,0,High skill tech staff,4.0,1,1,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 2,,0.642510557343985,0.8406665596573005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
"276901,0,Cash loans,F,N,Y,2,283500.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007114,-12606,-4359,-822.0,-5233,,1,1,0,1,0,0,Core staff,4.0,2,2,MONDAY,13,0,0,0,0,0,0,Police,0.7821605819530072,0.5565220331519672,0.1556893746835917,0.0835,0.0825,0.9866,0.8164,0.0925,0.0,0.2069,0.1667,0.2083,0.0,0.0672,0.085,0.0039,0.066,0.0851,0.0856,0.9866,0.8236,0.0933,0.0,0.2069,0.1667,0.2083,0.0,0.0735,0.0886,0.0039,0.0699,0.0843,0.0825,0.9866,0.8189,0.093,0.0,0.2069,0.1667,0.2083,0.0,0.0684,0.0865,0.0039,0.0674,reg oper account,block of flats,0.0946,""Stone, brick"",No,2.0,0.0,2.0,0.0,-1721.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2.0"
309277,0,Cash loans,F,N,N,0,103500.0,254700.0,27427.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-10265,-1976,-4257.0,-2220,,1,1,1,1,1,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.5539254336391,0.5392715421944473,0.085595451324618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,-1484.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
286352,0,Cash loans,F,N,Y,1,81000.0,312768.0,15174.0,270000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21389,365243,-3076.0,-4423,,1,0,0,1,1,0,,3.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.6758006066974702,0.4053026243191721,0.6545292802242897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1111.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
"386053,0,Cash loans,F,N,N,0,135000.0,1024740.0,55588.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-20205,365243,-7086.0,-3737,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,,0.6208723906566741,0.1841161559307151,0.0799,0.054,0.9811,0.7144,0.0077,0.0,0.1552,0.1667,0.2083,0.0775,0.0588,0.0686,0.0,0.027,0.0735,0.0,0.9786,0.7190000000000001,0.0077,0.0,0.1379,0.1667,0.2083,0.0645,0.0643,0.054,0.0,0.0,0.0729,0.0609,0.9791,0.7182,0.0078,0.0,0.1379,0.1667,0.2083,0.0739,0.0599,0.0676,0.0,0.0,org spec account,block of flats,0.045,""Stone, brick"",No,2.0,0.0,2.0,0.0,-2897.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
320906,0,Cash loans,F,N,N,0,90000.0,450000.0,16164.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-22859,365243,-4207.0,-5022,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,XNA,0.5397583826326747,0.6155770123426783,0.4650692149562261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-982.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
"206482,0,Revolving loans,F,N,Y,0,135000.0,247500.0,12375.0,247500.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.006305,-18853,-1674,-2445.0,-2386,,1,1,0,1,0,0,Sales staff,1.0,3,3,SUNDAY,8,0,0,0,0,0,0,Self-employed,0.6744958568162788,0.6586445249621556,0.7121551551910698,0.1031,0.1156,0.9781,0.7008,0.0113,0.0,0.2069,0.1667,0.2083,0.0695,0.0841,0.0894,0.0,0.0,0.105,0.12,0.9782,0.7125,0.0114,0.0,0.2069,0.1667,0.2083,0.0711,0.0918,0.0932,0.0,0.0,0.1041,0.1156,0.9781,0.7048,0.0114,0.0,0.2069,0.1667,0.2083,0.0707,0.0855,0.091,0.0,0.0,reg oper account,block of flats,0.0765,""Stone, brick"",No,0.0,0.0,0.0,0.0,-354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0"
387105,0,Cash loans,M,N,N,0,180000.0,454500.0,19107.0,454500.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392,-10025,-978,-4768.0,-2367,,1,1,0,1,1,0,Core staff,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Trade: type 2,0.2348294622390135,0.4969295268084786,0.4135967602644276,0.3701,1.0,0.9871,,,0.4,0.3448,0.3333,,0.3446,,0.2855,,0.271,0.3771,1.0,0.9871,,,0.4028,0.3448,0.3333,,0.3524,,0.2975,,0.2869,0.3737,1.0,0.9871,,,0.4,0.3448,0.3333,,0.3505,,0.2906,,0.2767,,block of flats,0.314,Panel,Yes,0.0,0.0,0.0,0.0,-361.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.0,0.0,4.0
214031,0,Cash loans,M,Y,N,2,157500.0,1078200.0,31653.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-15276,-1184,-3822.0,-4880,4.0,1,1,0,1,0,0,Drivers,4.0,2,2,FRIDAY,11,0,0,0,0,0,0,School,,0.7054342440148313,0.4258928980051529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
277393,0,Cash loans,F,N,N,0,135000.0,675000.0,46980.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0072739999999999,-19828,365243,-2458.0,-3368,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.1176230924535204,0.8095082892315094,0.0082,0.0,0.9727,0.626,0.0006,0.0,0.069,0.0417,0.0,0.0164,0.0067,0.0056,0.0,0.0,0.0084,0.0,0.9727,0.6406,0.0006,0.0,0.069,0.0417,0.0,0.0168,0.0073,0.0058,0.0,0.0,0.0083,0.0,0.9727,0.631,0.0006,0.0,0.069,0.0417,0.0,0.0167,0.0068,0.0057,0.0,0.0,reg oper account,block of flats,0.0047,Others,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
270594,0,Cash loans,F,N,Y,1,112500.0,886500.0,26050.5,886500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-16091,-1374,-7205.0,-5054,,1,1,0,1,0,0,Waiters/barmen staff,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,,0.3598671377668209,,0.0052,0.0,0.9732,0.6328,0.0,0.0,0.1724,0.0,0.0417,0.0169,0.0042,0.0031,0.0,0.0,0.0053,0.0,0.9732,0.6472,0.0,0.0,0.1724,0.0,0.0417,0.0173,0.0046,0.0032,0.0,0.0,0.0052,0.0,0.9732,0.6377,0.0,0.0,0.1724,0.0,0.0417,0.0172,0.0043,0.0032,0.0,0.0,reg oper account,block of flats,0.0024,Wooden,No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
"131948,0,Cash loans,F,Y,Y,0,135000.0,659610.0,19417.5,472500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-15259,-976,-8893.0,-4447,22.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,SATURDAY,12,0,0,0,0,0,0,Industry: type 11,,0.4418200351801561,0.3589512285783967,0.0474,0.0339,0.9752,,,0.0,0.1034,0.125,,0.0416,,0.0325,,0.0264,0.0483,0.0352,0.9752,,,0.0,0.1034,0.125,,0.0426,,0.0338,,0.0279,0.0479,0.0339,0.9752,,,0.0,0.1034,0.125,,0.0424,,0.033,,0.0269,,block of flats,0.0335,""Stone, brick"",No,1.0,0.0,1.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,2.0,3.0"
309334,0,Cash loans,F,N,Y,0,157500.0,490495.5,27517.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-19441,-7418,-2598.0,-2973,,1,1,1,1,1,0,,2.0,3,3,TUESDAY,9,0,0,0,0,0,0,Medicine,,0.4826296157332253,0.7610263695502636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-388.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
"104290,0,Cash loans,F,Y,N,0,135000.0,1575000.0,46053.0,1575000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.030755,-12036,-128,-115.0,-4649,1.0,1,1,1,1,0,0,,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.7359499342976329,0.2961435654275993,0.2985949897873972,0.134,0.0,0.9975,0.966,0.0194,0.0,0.2759,0.1667,0.0,0.1262,0.1093,0.1048,0.0,0.0,0.1366,0.0,0.9975,0.9673,0.0196,0.0,0.2759,0.1667,0.0,0.1291,0.1194,0.1092,0.0,0.0,0.1353,0.0,0.9975,0.9665,0.0195,0.0,0.2759,0.1667,0.0,0.1284,0.1112,0.1067,0.0,0.0,reg oper account,block of flats,0.093,""Stone, brick"",No,3.0,0.0,3.0,0.0,-1775.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0"
